RouteName,Email,Column1
BRC-wbz02 week 3,hannah@pfeffertorode.com,18070
BRC-wbz02 week 4,hannah@pfeffertorode.com,18070
BRC-tbz01 week 2,cnelson@grfllp.com,18167
BRC-tbz01 week 4,cnelson@grfllp.com,18167
BRC-wbz01 week 1,kelsie.myers@pinnacleskin.com,18055
BRC-wbz01 week 3,kelsie.myers@pinnacleskin.com,18055
BRC-rbz02 week 1,rhonda.smotherman@PremiseHealth.com,17973
BRC-rbz02 week 3,rhonda.smotherman@PremiseHealth.com,17973
BRC-rbz02 week 1,rhonda.smotherman@PremiseHealth.com,17973
BRC-rbz02 week 3,rhonda.smotherman@PremiseHealth.com,17973
BRC-rcm01 week 1,Kristy@assocresources.com,18010
BRC-rcm01 week 3,Kristy@assocresources.com,18010
BRC-tbz03 week 1,kbaker@poweredbyprisma.com,18169
BRC-tbz03 week 3,kbaker@poweredbyprisma.com,18169
BRC-tbz02 wk 4,nlallatin@projectreturninc.org,18099
BRC-mcm01 week 4,Andrew.Stines@sonymusic.com,18152
BRC-rcm01 week 1,bhughes@purposeprep.org,18050
BRC-rcm01 week 2,bhughes@purposeprep.org,18050
BRC-rcm01 week 3,bhughes@purposeprep.org,18050
BRC-rcm01 week 4,bhughes@purposeprep.org,18050
BRC-tbz03 week 1,bhughes@purposeprep.org,18050
BRC-tbz03 week 2,bhughes@purposeprep.org,18050
BRC-tbz03 week 3,bhughes@purposeprep.org,18050
BRC-tbz03 week 4,bhughes@purposeprep.org,18050
BRC-rbz02 week 1,lkinkel@ramboll.com,17967
BRC-rbz02 week 2,lkinkel@ramboll.com,17967
BRC-rbz02 week 3,lkinkel@ramboll.com,17967
BRC-rbz02 week 4,lkinkel@ramboll.com,17967
BRC-wbz02 week 1,dawnlinn@gmail.com,18115
BRC-wbz02 week 2,dawnlinn@gmail.com,18115
BRC-wbz02 week 3,dawnlinn@gmail.com,18115
BRC-wbz02 week 4,dawnlinn@gmail.com,18115
BRC-wbz02 week 1,scarver@RedCedarGlen.org,18116
BRC-wbz02 week 2,scarver@RedCedarGlen.org,18116
BRC-wbz02 week 3,scarver@RedCedarGlen.org,18116
BRC-wbz02 week 4,scarver@RedCedarGlen.org,18116
BRC-mcm01 week 1,WMSBSCurrMonthInv@wm.com,17933
BRC-mcm01 week 2,WMSBSCurrMonthInv@wm.com,17933
BRC-mcm01 week 3,WMSBSCurrMonthInv@wm.com,17933
BRC-mcm01 week 4,WMSBSCurrMonthInv@wm.com,17933
BRC-wbz02 week 1,juliea@reliantrealty.com,17051
BRC-wbz02 week 3,juliea@reliantrealty.com,17051
BRC-tbz01 week 1,juliea@reliantrealty.com,17051
BRC-tbz01 week 3,juliea@reliantrealty.com,17051
BRC-wbz02 week 2,Justin@remedybonebroth.com,18166
BRC-fbz01 week 1,srigby@renasant.com,18028
BRC-wbz01 week 2,lori.glover@resourcelabel.com,18154
BRC-wbz01 week 4,lori.glover@resourcelabel.com,18154
BRC-wbz01 week 1,robert@rfdtv.com,18127
BRC-wbz01 week 3,robert@rfdtv.com,18127
BRC-rcm01 week 1,michael.hagewood@fsresidential.com,17978
BRC-rcm01 week 2,michael.hagewood@fsresidential.com,17978
BRC-rcm01 week 3,michael.hagewood@fsresidential.com,17978
BRC-rcm01 week 4,michael.hagewood@fsresidential.com,17978
BRC-wbz02 week 2,bderseweh@rgpeds.com,18009
BRC-wbz02 week 4,bderseweh@rgpeds.com,18009
BRC-mcm01 week 1,sfrogge@rockcityconstruction.com,18180
BRC-mcm01 week 3,sfrogge@rockcityconstruction.com,18180
BRC-mcm02 week 2-1,kelly@gomailgreen.com,18042
BRC-mcm02 week 4-1,kelly@gomailgreen.com,18042
BRC-wbz02 week 1,ap@rodem.com,18117
BRC-wbz02 week 3,ap@rodem.com,18117
BRC-tbz01 week 1,klawrence@fmccpa.com,18008
BRC-tbz01 week 3,klawrence@fmccpa.com,18008
BRC-tbz01 week 4,ap@smeinc.com,17975
BRC-rcm01 week 1,leigh@thecordelle.com,18089
BRC-rcm01 week 2,leigh@thecordelle.com,18089
BRC-rcm01 week 3,leigh@thecordelle.com,18089
BRC-rcm01 week 4,leigh@thecordelle.com,18089
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
CSpring Starbucks 2,Shawn.Anthoney@engie.com,18507
BRC-wbz02 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz02 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz02 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz02 week 4,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 1,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 2,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 3,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 4,Shawn.Anthoney@engie.com,18507
CSpring Starbucks 2,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 1,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 2,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 3,Shawn.Anthoney@engie.com,18507
BRC-tbz03 week 4,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
CSpring Starbucks 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 4,Shawn.Anthoney@engie.com,18507
CSpring Starbucks,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 4,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 4,Shawn.Anthoney@engie.com,18507
CSpring Starbucks,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 4,Shawn.Anthoney@engie.com,18507
BRC-mcm02 week 1-1,Shawn.Anthoney@engie.com,18507
BRC-mcm02 week 2-1,Shawn.Anthoney@engie.com,18507
BRC-mcm02 week 3-1,Shawn.Anthoney@engie.com,18507
BRC-mcm02 week 4-1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 4,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-fbz01 week 4,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 1,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 2,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 3,Shawn.Anthoney@engie.com,18507
BRC-mcm01 week 4,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 1,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 2,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 3,Shawn.Anthoney@engie.com,18507
BRC-wbz01 week 4,Shawn.Anthoney@engie.com,18507
BRC-mcm02 week 1-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 2-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 3-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 4-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 1-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 2-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 3-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 4-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 1-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 2-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 3-1,ap@wasteharmonics.com,18237
BRC-mcm02 week 4-1,ap@wasteharmonics.com,18237
BRC-wbz01 week 3,ckonieczny@sesac.com,17053
BRC-tbz02 wk 1,sixthandtaylor@bill.com,18118
BRC-tbz02 wk 2,sixthandtaylor@bill.com,18118
BRC-tbz02 wk 3,sixthandtaylor@bill.com,18118
BRC-tbz02 wk 4,sixthandtaylor@bill.com,18118
BRC-tbz01 week 1,accounting@slumerican.com,18101
BRC-tbz01 week 2,accounting@slumerican.com,18101
BRC-tbz01 week 3,accounting@slumerican.com,18101
BRC-tbz01 week 4,accounting@slumerican.com,18101
BRC-tbz02 wk 2,kdobbins@smithgeestudio.com,17963
BRC-tbz02 wk 4,kdobbins@smithgeestudio.com,17963
BRC-wbz01 week 1,katelyn@smnutrition.com,18097
BRC-wbz01 week 3,katelyn@smnutrition.com,18097
BRC-fbz01 week 2,invoices4sms@avidbill.com,17989
BRC-fbz01 week 4,invoices4sms@avidbill.com,17989
BRC-tbz01 week 1,Bobby.Strickland@sonyatv.com,18007
BRC-tbz01 week 3,Bobby.Strickland@sonyatv.com,18007
BRC-tbz01 week 2,mperez@trla.org,18006
BRC-wbz01 week 2,cvoiles@stbs.net,18029
BRC-wbz01 week 4,cvoiles@stbs.net,18029
BRC-wbz01 week 1,ltoomey@stbernard.org,18172
BRC-wbz01 week 3,ltoomey@stbernard.org,18172
BRC-wbz02 week 2,d.francis@hndllc.com,17990
BRC-wbz02 week 4,d.francis@hndllc.com,17990
BRC-wbz01 week 2,d.francis@hndllc.com,17990
BRC-wbz01 week 4,d.francis@hndllc.com,17990
BRC-fbz01 week 1,jason.capps@woodresidential.com,18034
BRC-fbz01 week 2,jason.capps@woodresidential.com,18034
BRC-fbz01 week 3,jason.capps@woodresidential.com,18034
BRC-fbz01 week 4,jason.capps@woodresidential.com,18034
BRC-mcm01 week 1,jason.capps@woodresidential.com,18034
BRC-mcm01 week 2,jason.capps@woodresidential.com,18034
BRC-mcm01 week 3,jason.capps@woodresidential.com,18034
BRC-mcm01 week 4,jason.capps@woodresidential.com,18034
BRC-wbz01 week 1,jason.capps@woodresidential.com,18034
BRC-wbz01 week 2,jason.capps@woodresidential.com,18034
BRC-wbz01 week 3,jason.capps@woodresidential.com,18034
BRC-wbz01 week 4,jason.capps@woodresidential.com,18034
BRC-tbz02 wk 1,jason.capps@woodresidential.com,18034
BRC-tbz02 wk 3,jason.capps@woodresidential.com,18034
BRC-tbz02 wk 1,stacia.hutcherson@STITES.COM,17974
BRC-tbz02 wk 2,stacia.hutcherson@STITES.COM,17974
BRC-tbz02 wk 3,stacia.hutcherson@STITES.COM,17974
BRC-tbz02 wk 4,stacia.hutcherson@STITES.COM,17974
BRC-tbz02 wk 1,jody.boles@freemanwebb.com,18119
BRC-tbz02 wk 2,jody.boles@freemanwebb.com,18119
BRC-tbz02 wk 3,jody.boles@freemanwebb.com,18119
BRC-tbz02 wk 4,jody.boles@freemanwebb.com,18119
BRC-wbz02 week 2,eboyd@superioroil.com,18031
BRC-wbz02 week 4,eboyd@superioroil.com,18031
BRC-rbz02 week 1,reneet@svmic.com,18131
BRC-rbz02 week 2,reneet@svmic.com,18131
BRC-rbz02 week 3,reneet@svmic.com,18131
BRC-rbz02 week 4,reneet@svmic.com,18131
BRC-tbz02 wk 2,Justine.Liddelow@tag-group.com,18176
BRC-tbz02 wk 4,Justine.Liddelow@tag-group.com,18176
BRC-wbz02 week 1,KSarcona@tbn.tv,18120
BRC-wbz02 week 3,KSarcona@tbn.tv,18120
BRC-tbz03 week 4,Jennifer.Gelfand@tn.gov,18132
BRC-tbz03 week 2,sjustice-mccray@tnbankers.org,17991
BRC-tbz03 week 4,sjustice-mccray@tnbankers.org,17991
BRC-mcm02 week 2-1,jdargavel@newmarketwaste.com,18005
BRC-mcm02 week 4-1,jdargavel@newmarketwaste.com,18005
BRC-wbz02 week 2,beth_t@tndisability.org,18181
BRC-wbz02 week 4,beth_t@tndisability.org,18181
BRC-tbz03 week 3,Laura.Ragan@tn.gov,17926
BRC-rbz02 week 1,THApayables@tha.com,17992
BRC-rbz02 week 3,THApayables@tha.com,17992
BRC-tbz01 week 2,griffinhm@toa.com,18045
BRC-tbz01 week 4,griffinhm@toa.com,18045
BRC-tbz03 week 1,AP@tenh.com,17996
BRC-tbz03 week 3,AP@tenh.com,17996
BRC-rcm01 week 3,karelle@karellejohnson.com,18082
BRC-wbz02 week 2,wgraham@svp.vet,18121
BRC-wbz02 week 4,wgraham@svp.vet,18121
BRC-tbz03 week 1,ben@bethehive.com,18135
BRC-tbz03 week 2,ben@bethehive.com,18135
BRC-tbz03 week 3,ben@bethehive.com,18135
BRC-tbz03 week 4,ben@bethehive.com,18135
BRC-wbz02 week 1,ben@bethehive.com,18135
BRC-wbz02 week 2,ben@bethehive.com,18135
BRC-wbz02 week 3,ben@bethehive.com,18135
BRC-wbz02 week 4,ben@bethehive.com,18135
BRC-wbz02 week 1,jallen@buntingroup.com,18122
BRC-wbz02 week 3,jallen@buntingroup.com,18122
BRC-glass01 week 1-4,nealy@thecordelle.com,18032
BRC-glass01 week 2-4,nealy@thecordelle.com,18032
BRC-glass01 week 3-4,nealy@thecordelle.com,18032
BRC-glass01 week 4-4,nealy@thecordelle.com,18032
BRC-rcm01 week 1,nealy@thecordelle.com,18032
BRC-rcm01 week 2,nealy@thecordelle.com,18032
BRC-rcm01 week 3,nealy@thecordelle.com,18032
BRC-rcm01 week 4,nealy@thecordelle.com,18032
BRC-tbz02 wk 2,nashvilleec@bill.com,17972
BRC-tbz02 wk 4,nashvilleec@bill.com,17972
BRC-tbz03 week 1,accountspayable@gideons.org,17993
BRC-tbz03 week 3,accountspayable@gideons.org,17993
BRC-fbz01 week 1,bobbi@greenhousenash.com,18147
BRC-fbz01 week 2,bobbi@greenhousenash.com,18147
BRC-fbz01 week 3,bobbi@greenhousenash.com,18147
BRC-fbz01 week 4,bobbi@greenhousenash.com,18147
BRC-glass01 week 1-4,bobbi@greenhousenash.com,18147
BRC-glass01 week 2-4,bobbi@greenhousenash.com,18147
BRC-glass01 week 3-4,bobbi@greenhousenash.com,18147
BRC-glass01 week 4-4,bobbi@greenhousenash.com,18147
BRC-mcm01 week 2,bobbi@greenhousenash.com,18147
BRC-mcm01 week 4,bobbi@greenhousenash.com,18147
BRC-mcm02 week 1-1,bobbi@greenhousenash.com,18147
BRC-mcm02 week 3-1,bobbi@greenhousenash.com,18147
BRC-wbz01 week 1,bobbi@greenhousenash.com,18147
BRC-wbz01 week 2,bobbi@greenhousenash.com,18147
BRC-wbz01 week 3,bobbi@greenhousenash.com,18147
BRC-wbz01 week 4,bobbi@greenhousenash.com,18147
BRC-wbz01 week 1,diana.andrew@healingtrust.org,17949
BRC-rcm01 week 2,teresa@paragontn.com,18508
BRC-rcm01 week 4,teresa@paragontn.com,18508
BRC-fbz01 week 1,info@thenashvillefoodproject.org,18123
BRC-fbz01 week 2,info@thenashvillefoodproject.org,18123
BRC-fbz01 week 3,info@thenashvillefoodproject.org,18123
BRC-fbz01 week 4,info@thenashvillefoodproject.org,18123
BRC-tbz02 wk 1,Andrea@tomkats.com,18004
BRC-tbz02 wk 3,Andrea@tomkats.com,18004
BRC-fbz01 week 1,bburnett@tennessean.com,18066
BRC-fbz01 week 2,bburnett@tennessean.com,18066
BRC-fbz01 week 3,bburnett@tennessean.com,18066
BRC-fbz01 week 4,bburnett@tennessean.com,18066
BRC-fbz01 week 1,cooper@thirdmanrecords.com,17977
BRC-fbz01 week 2,cooper@thirdmanrecords.com,17977
BRC-fbz01 week 3,cooper@thirdmanrecords.com,17977
BRC-fbz01 week 4,cooper@thirdmanrecords.com,17977
BRC-rcm01 week 1,cooper@thirdmanrecords.com,17977
BRC-rcm01 week 2,cooper@thirdmanrecords.com,17977
BRC-rcm01 week 3,cooper@thirdmanrecords.com,17977
BRC-rcm01 week 4,cooper@thirdmanrecords.com,17977
BRC-tbz02 wk 1,cooper@thirdmanrecords.com,17977
BRC-tbz02 wk 2,cooper@thirdmanrecords.com,17977
BRC-tbz02 wk 3,cooper@thirdmanrecords.com,17977
BRC-tbz02 wk 4,cooper@thirdmanrecords.com,17977
BRC-tbz02 wk 2,todd.t@thomasandhutton.com,18051
BRC-tbz02 wk 4,todd.t@thomasandhutton.com,18051
BRC-fbz01 week 2,skye@thompsonburton.com,18168
BRC-fbz01 week 4,skye@thompsonburton.com,18168
BRC-wbz01 week 1,teresa@paragontn.com,18508
BRC-wbz01 week 2,teresa@paragontn.com,18508
BRC-wbz01 week 3,teresa@paragontn.com,18508
BRC-wbz01 week 4,teresa@paragontn.com,18508
BRC-mcm01 week 1,Julia.Greatrex@rubicon.com,18138
BRC-mcm01 week 2,Julia.Greatrex@rubicon.com,18138
BRC-mcm01 week 3,Julia.Greatrex@rubicon.com,18138
BRC-mcm01 week 4,Julia.Greatrex@rubicon.com,18138
BRC-rbz02 week 1,Julia.Greatrex@rubicon.com,18138
BRC-rbz02 week 2,Julia.Greatrex@rubicon.com,18138
BRC-rbz02 week 3,Julia.Greatrex@rubicon.com,18138
BRC-rbz02 week 4,Julia.Greatrex@rubicon.com,18138
BRC-rbz02 week 2,ap@trcww.com,18002
BRC-rbz02 week 4,ap@trcww.com,18002
BRC-rcm01 week 2,dkoon@trevecca.church,18073
BRC-rcm01 week 4,dkoon@trevecca.church,18073
BRC-tbz01 week 2,slowery@tcco.com,18125
BRC-tbz01 week 4,slowery@tcco.com,18125
BRC-mcm02 week 1-1,Thomas.johns@twbcompany.com,18047
BRC-mcm02 week 2-1,Thomas.johns@twbcompany.com,18047
BRC-mcm02 week 3-1,Thomas.johns@twbcompany.com,18047
BRC-mcm02 week 4-1,Thomas.johns@twbcompany.com,18047
BRC-tbz01 week 1,Tammy.Helm@umusic.com,18000
BRC-tbz01 week 3,Tammy.Helm@umusic.com,18000
BRC-tbz03 week 2,abottomley@urbanexpro.com,18140
BRC-tbz03 week 4,abottomley@urbanexpro.com,18140
BRC-tbz03 week 1,cindy.gibbs@avisonyoung.com,18086
BRC-tbz03 week 3,cindy.gibbs@avisonyoung.com,18086
BRC-tbz01 week 2,felicia.roberts@tennessee.edu,#N/A
BRC-tbz01 week 4,felicia.roberts@tennessee.edu,#N/A
BRC-fbz01 week 1,waverly.demers@vumc.org,17999
BRC-fbz01 week 1,angela.r.roberts@vumc.org,17981
BRC-fbz01 week 2,angela.r.roberts@vumc.org,17981
BRC-fbz01 week 3,angela.r.roberts@vumc.org,17981
BRC-fbz01 week 4,angela.r.roberts@vumc.org,17981
BRC-fbz01 week 1,deloris.clark@vanderbilt.edu,17994
BRC-fbz01 week 3,deloris.clark@vanderbilt.edu,17994
BRC-fbz01 week 2,melita.rippy@vumc.org,18063
BRC-fbz01 week 4,melita.rippy@vumc.org,18063
BRC-fbz01 week 1,adriana.gaitan@vumc.org,18035
BRC-fbz01 week 3,adriana.gaitan@vumc.org,18035
BRC-fbz01 week 4,dacsupplies@vumc.org,18041
BRC-rcm01 week 2,ap@velocityrisk.com,18039
BRC-wbz01 week 1,accounting@parks-village.com,17995
BRC-wbz01 week 2,accounting@parks-village.com,17995
BRC-wbz01 week 3,accounting@parks-village.com,17995
BRC-wbz01 week 4,accounting@parks-village.com,17995
BRC-rcm01 week 2,jessica.stieben@vmlyr.com,18084
BRC-tbz01 week 1,Michael.Eden@wmg.com,18076
BRC-tbz01 week 2,Michael.Eden@wmg.com,18076
BRC-tbz01 week 3,Michael.Eden@wmg.com,18076
BRC-tbz01 week 4,Michael.Eden@wmg.com,18076
BRC-tbz01 week 1,Michael.Eden@wmg.com,18076
BRC-tbz01 week 2,Michael.Eden@wmg.com,18076
BRC-tbz01 week 3,Michael.Eden@wmg.com,18076
BRC-tbz01 week 4,Michael.Eden@wmg.com,18076
BRC-mcm01 week 2,invoices@rubicon.com,18462
BRC-mcm01 week 4,invoices@rubicon.com,18462
BRC-wbz02 week 1,invoices@rubicon.com,18462
BRC-wbz02 week 2,invoices@rubicon.com,18462
BRC-wbz02 week 3,invoices@rubicon.com,18462
BRC-wbz02 week 4,invoices@rubicon.com,18462
BRC-fbz01 week 1,accountant@willscompany.com,17998
BRC-fbz01 week 2,accountant@willscompany.com,17998
BRC-fbz01 week 3,accountant@willscompany.com,17998
BRC-fbz01 week 4,accountant@willscompany.com,17998
BRC-wbz02 week 3,winnerschoice001@bellsouth.net,18126
BRC-rcm01 week 2,AMartinie@WMEAgency.com,18053
BRC-rcm01 week 4,AMartinie@WMEAgency.com,18053
BRC-rbz02 week 2,alice.miner@wsp.com,18486
BRC-rbz02 week 4,alice.miner@wsp.com,18486
BRC-fbz01 week 1,jherring@CommonwealthCommercial.com,18040
BRC-fbz01 week 3,jherring@CommonwealthCommercial.com,18040
BRC-rbz02 week 2,debra.skelly@WSP.com,18012
BRC-rbz02 week 4,debra.skelly@WSP.com,18012
BRC-mcm01 week 1,dstephens@wyliesteel.com,18049
BRC-mcm01 week 3,dstephens@wyliesteel.com,18049
BRC-mcm01 week 1,sam@zeitlin.com,18062
BRC-mcm01 week 3,sam@zeitlin.com,18062
BRC-rcm01 week 1,sam@zeitlin.com,18062
BRC-rcm01 week 3,sam@zeitlin.com,18062
